Institusjonskode;Fakultetskode;Avdelingskode;NVA_INSTITUTION;NVA_ID;Match
1240;140;140000;191;191.30.0.0;
1240;170;170000;191;191.40.0.0;
1240;150;150000;191;191.50.0.0;
1240;120;120000;191;191.60.0.0;
1173;;;192;192.0.0.0;top_level
1173;450;450000;192;192.10.0.0;
1173;450;450210;192;192.10.1.0;
1173;450;450220;192;192.10.2.0;
1173;470;470000;192;192.11.0.0;
1173;440;440000;192;192.12.0.0;
1173;420;420100;192;192.13.0.0;
1173;420;420250;192;192.13.1.0;
1173;420;420230;192;192.13.2.0;
1173;420;420240;192;192.13.3.0;
1173;420;420220;192;192.13.4.0;
1173;420;420210;192;192.13.5.0;
1173;430;430240;192;192.14.0.0;
1173;460;460100;192;192.15.0.0;
1173;460;460250;192;192.15.1.0;
1173;460;460220;192;192.15.2.0;
1173;460;460240;192;192.15.3.0;
1173;460;460260;192;192.15.4.0;
1173;460;460230;192;192.15.5.0;
1173;460;460210;192;192.15.6.0;
1173;460;460110;192;192.15.7.0;
1173;460;460270;192;192.15.8.0;
1173;410;410100;192;192.16.0.0;
1173;410;410230;192;192.16.1.0;
1173;410;410210;192;192.16.2.0;
1173;410;410220;192;192.16.3.0;
1173;410;410240;192;192.16.4.0;
1173;134;134500;192;192.50.0.0;
9910;;;1938;1938.0.0.0;top_level
9910;;DIREKTOR;1938;1938.19.0.0;
1150;;;194;194.0.0.0;top_level
1150;120;120100;194;194.12.0.0;
1150;120;120010;194;194.12.1.0;
1150;120;120010;194;194.12.1.1;
1150;120;120010;194;194.12.1.2;
1150;120;120010;194;194.13.0.0;
1150;120;120010;194;194.13.1.0;
1150;310;310000;194;194.13.10.0;
1150;310;310000;194;194.13.10.1;
1150;310;310000;194;194.13.10.10;
1150;310;310000;194;194.13.10.4;
1150;310;310000;194;194.13.10.5;
1150;310;310000;194;194.13.10.6;
1150;310;310000;194;194.13.10.7;
1150;310;310000;194;194.13.10.8;
1150;310;310000;194;194.13.10.9;
1150;120;120010;194;194.14.0.0;
1150;120;120205;194;194.14.1.0;
1150;120;120390;194;194.14.40.0;
1150;120;120390;194;194.14.41.0;
1150;120;120390;194;194.14.42.0;
1150;120;120350;194;194.14.50.0;
1150;120;120350;194;194.14.51.0;
1150;120;120350;194;194.14.52.0;
1150;120;120340;194;194.14.61.0;
1150;120;120340;194;194.14.62.0;
1150;120;120230;194;194.15.0.0;
1150;120;120230;194;194.15.11.0;
1150;120;120230;194;194.15.12.0;
1150;120;120230;194;194.15.13.20;
1150;120;120230;194;194.15.14.20;
1150;120;120230;194;194.15.15.20;
1150;120;120230;194;194.15.19.0;
1150;120;120450;194;194.15.30.0;
1150;120;120440;194;194.15.31.0;
1150;120;120440;194;194.15.32.0;
1150;120;120440;194;194.15.36.0;
1150;120;120440;194;194.15.38.0;
1150;120;120440;194;194.15.39.20;
1150;120;120440;194;194.15.39.30;
1150;120;120370;194;194.15.40.0;
1150;120;120360;194;194.15.50.0;
1150;120;120280;194;194.16.0.0;
1150;120;120020;194;194.16.1.0;
1150;120;120010;194;194.16.1.15;
1150;120;120410;194;194.16.30.0;
1150;120;120400;194;194.16.5.0;
1150;120;120420;194;194.16.50.0;
1150;120;120230;194;194.16.50.10;
1150;120;120420;194;194.16.53.0;
1150;120;120100;194;194.16.54.0;
1150;120;120420;194;194.16.55.0;
1150;120;120420;194;194.16.56.0;
1150;120;120420;194;194.16.57.0;
1150;120;120450;194;194.16.60.10;
1150;120;120450;194;194.16.60.15;
1150;120;120450;194;194.16.60.20;
1150;120;120450;194;194.16.60.30;
1150;120;120450;194;194.16.60.35;
1150;120;120290;194;194.16.70.0;
1150;120;120290;194;194.16.71.0;
1150;120;120290;194;194.16.74.0;
1150;120;120290;194;194.16.75.0;
1150;120;120290;194;194.16.76.0;
1150;120;120290;194;194.16.77.0;
1150;120;120290;194;194.16.78.0;
1150;120;120290;194;194.16.79.0;
1150;120;120460;194;194.16.80.11;
1150;120;120460;194;194.16.80.12;
1150;120;120460;194;194.16.80.13;
1150;120;120460;194;194.16.80.5;
1150;120;120430;194;194.16.90.0;
1150;120;120430;194;194.16.93.0;
1150;120;120430;194;194.16.94.0;
1150;120;120430;194;194.16.95.0;
1150;120;120430;194;194.16.96.0;
1150;120;120430;194;194.16.97.0;
1150;120;120010;194;194.17.0.0;
1150;120;120010;194;194.17.1.0;
1150;120;120430;194;194.19.41.64;
1150;120;120230;194;194.19.41.65;
1150;120;120460;194;194.19.41.68;
1150;120;120110;194;194.20.11.0;
1150;120;120110;194;194.20.12.0;
1150;120;120120;194;194.20.21.0;
1150;120;120120;194;194.20.22.0;
1150;330;330000;194;194.31.0.0;
1150;330;330100;194;194.31.1.0;
1150;330;330300;194;194.31.10.0;
1150;330;330400;194;194.31.15.0;
1150;330;330500;194;194.31.15.15;
1150;330;330200;194;194.31.5.0;
1150;350;350000;194;194.35.0.0;
1150;230;230000;194;194.60.0.0;
1150;230;230100;194;194.60.1.0;
1150;230;230210;194;194.60.10.0;
1150;230;230220;194;194.60.15.0;
1150;230;230230;194;194.60.20.0;
1150;230;230240;194;194.60.25.0;
1150;274;274000;194;194.61.0.0;
1150;274;274100;194;194.61.1.0;
1150;274;274300;194;194.61.30.0;
1150;274;274310;194;194.61.45.0;
1150;274;274320;194;194.61.50.0;
1150;274;274330;194;194.61.55.0;
1150;220;220000;194;194.62.0.0;
1150;220;220100;194;194.62.1.0;
1150;220;220414;194;194.62.35.0;
1150;220;220418;194;194.62.40.0;
1150;220;220420;194;194.62.45.0;
1150;220;220520;194;194.62.60.0;
1150;220;220530;194;194.62.65.0;
1150;220;220540;194;194.62.70.0;
1150;220;220550;194;194.62.75.0;
1150;220;220560;194;194.62.80.0;
1150;220;220570;194;194.62.85.0;
1150;273;273000;194;194.63.0.0;
1150;273;273100;194;194.63.1.0;
1150;273;273100;194;194.63.1.20;
1150;273;273824;194;194.63.10.0;
1150;273;273823;194;194.63.15.0;
1150;273;273321;194;194.63.20.0;
1150;273;273324;194;194.63.25.0;
1150;273;273326;194;194.63.30.0;
1150;273;273327;194;194.63.35.0;
1150;273;273840;194;194.63.55.0;
1150;271;271000;194;194.64.0.0;
1150;271;271100;194;194.64.1.0;
1150;271;271720;194;194.64.20.0;
1150;271;271520;194;194.64.25.0;
1150;271;271645;194;194.64.45.0;
1150;271;271690;194;194.64.80.0;
1150;271;271740;194;194.64.91.0;
1150;271;271750;194;194.64.92.0;
1150;271;271760;194;194.64.93.0;
1150;271;271770;194;194.64.94.0;
1150;271;271730;194;194.64.95.0;
1150;250;250000;194;194.65.0.0;
1150;250;250100;194;194.65.1.0;
1150;250;250615;194;194.65.15.0;
1150;250;250620;194;194.65.20.0;
1150;250;250620;194;194.65.20.10;
1150;250;250620;194;194.65.20.15;
1150;250;250625;194;194.65.25.0;
1150;250;250630;194;194.65.30.0;
1150;250;250695;194;194.65.35.0;
1150;250;250695;194;194.65.35.20;
1150;250;250695;194;194.65.35.5;
1150;250;250670;194;194.65.60.0;
1150;250;250680;194;194.65.70.0;
1150;250;250680;194;194.65.70.20;
1150;250;250690;194;194.65.80.0;
1150;272;272000;194;194.66.0.0;
1150;272;272920;194;194.66.1.0;
1150;272;272440;194;194.66.10.0;
1150;272;272425;194;194.66.15.0;
1150;272;272828;194;194.66.20.0;
1150;272;272850;194;194.66.25.0;
1150;272;272428;194;194.66.30.0;
1150;272;272429;194;194.66.35.0;
1150;272;272840;194;194.66.40.0;
1150;272;272830;194;194.66.45.0;
1150;272;272200;194;194.66.50.0;
1150;210;210000;194;194.67.0.0;
1150;210;210100;194;194.67.1.0;
1150;210;210810;194;194.67.25.0;
1150;210;210690;194;194.67.40.0;
1150;210;210880;194;194.67.45.0;
1150;210;210940;194;194.67.70.0;
1150;210;210220;194;194.67.75.0;
1150;210;210630;194;194.67.80.0;
1150;210;210630;194;194.67.80.30;
1150;210;210630;194;194.67.80.40;
1150;210;210640;194;194.67.90.0;
9205;;;195;195.0.0.0;top_level
9205;;;195;195.1.0.0;
9205;;;195;195.10.0.0;
9205;;;195;195.20.0.0;
9205;;;195;195.3.0.0;
9205;;;195;195.30.0.0;
9205;;;195;195.40.0.0;
9205;;;195;195.5.0.0;
9933;;;1990;1990.0.0.0;top_level
9933;;;1990;1990.18.1.0;
1171;;;201;201.0.0.0;top_level
1171;120;120000;201;201.12.0.0;
1171;;;201;201.13.0.0;
1171;440;440000;201;201.14.0.0;
1171;440;440210;201;201.14.1.0;
1171;440;440220;201;201.14.2.0;
1171;440;440230;201;201.14.3.0;
1171;440;440240;201;201.14.4.0;
1171;490;490000;201;201.15.0.0;
1171;490;490210;201;201.15.1.0;
1171;490;490220;201;201.15.2.0;
1171;490;490230;201;201.15.3.0;
1171;490;490240;201;201.15.4.0;
1171;425;425000;201;201.17.0.0;
1171;425;425230;201;201.17.1.0;
1171;425;425220;201;201.17.2.0;
1171;425;425240;201;201.17.3.0;
1171;460;460000;201;201.18.0.0;
1171;460;460210;201;201.18.1.0;
1171;460;460280;201;201.18.3.0;
1171;460;460230;201;201.18.4.0;
1171;460;460240;201;201.18.6.0;
1171;460;460250;201;201.18.7.0;
1171;420;420000;201;201.19.0.0;
1171;420;420210;201;201.19.1.0;
1171;420;420220;201;201.19.2.0;
1171;420;420230;201;201.19.3.0;
1171;420;420240;201;201.19.4.0;
1171;415;415000;201;201.20.0.0;
1171;415;415210;201;201.20.1.0;
1171;415;415220;201;201.20.2.0;
1171;415;415230;201;201.20.3.0;
1171;415;415240;201;201.20.4.0;
1171;430;430000;201;201.8.0.0;
9961;;;2012;2012.0.0.0;top_level
9961;;;2012;2012.10.40.0;
9961;;;2012;2012.10.50.0;
9961;;;2012;2012.26.71.0;
9961;;;2012;2012.26.72.0;
9961;;;2012;2012.26.73.0;
9961;;;2012;2012.26.74.0;
9961;;;2012;2012.26.75.0;
9961;;;2012;2012.30.30.0;
238;;;203;203.0.0.0;top_level
238;230;230000;203;203.10.0.0;
238;230;230210;203;203.10.1.0;
238;230;230220;203;203.10.2.0;
238;230;230230;203;203.10.3.0;
238;230;230240;203;203.10.4.0;
238;210;210000;203;203.11.0.0;
238;210;210210;203;203.11.1.0;
238;210;210270;203;203.11.11.0;
238;210;210220;203;203.11.2.0;
238;210;210230;203;203.11.3.0;
238;250;250000;203;203.14.0.0;
238;250;250330;203;203.14.1.0;
238;250;250310;203;203.14.2.0;
238;250;250340;203;203.14.3.0;
238;250;250320;203;203.14.4.0;
238;250;250350;203;203.14.5.0;
238;250;250380;203;203.14.6.0;
238;120;120000;203;203.19.0.0;
1174;;;204;204.0.0.0;top_level
1174;120;120000;204;204.10.0.0;
1174;120;120000;204;204.20.0.0;
1174;530;530000;204;204.30.0.0;
1174;520;520000;204;204.40.0.0;
1174;510;510000;204;204.50.0.0;
1174;540;540000;204;204.70.0.0;
1174;550;550000;204;204.80.0.0;
264;;;209;209.0.0.0;top_level
264;410;410000;209;209.2.0.0;
264;410;410200;209;209.2.1.0;
264;410;410100;209;209.2.2.0;
264;410;410300;209;209.2.3.0;
264;420;420000;209;209.3.0.0;
264;420;420200;209;209.3.1.0;
264;420;420100;209;209.3.2.0;
264;430;430000;209;209.3.4.0;
264;450;450000;209;209.4.0.0;
264;450;450600;209;209.4.7.0;
264;450;450700;209;209.4.8.0;
264;450;450800;209;209.4.9.0;
264;460;460000;209;209.5.0.0;
264;460;460100;209;209.5.10.0;
264;460;460700;209;209.5.11.0;
264;460;460300;209;209.5.2.0;
264;460;460200;209;209.5.3.0;
264;460;460500;209;209.5.5.0;
264;460;460600;209;209.5.6.0;
264;460;460400;209;209.5.7.0;
264;460;460900;209;209.5.8.0;
264;460;460800;209;209.5.9.0;
264;440;440000;209;209.6.0.0;
264;440;440300;209;209.6.2.0;
264;440;440100;209;209.6.3.0;
264;440;440500;209;209.6.4.0;
264;440;440400;209;209.6.5.0;
264;440;440800;209;209.6.7.0;
264;440;440700;209;209.6.8.0;
264;440;440020;209;209.6.9.0;
264;;;209;209.7.0.0;
232;;;211;211.0.0.0;top_level
232;440;440000;211;211.2.0.0;
232;120;120000;211;211.3.0.0;
232;461;461000;211;211.4.0.0;
232;462;462000;211;211.5.0.0;
1175;510;510390;215;215.0.0.0;top_level
1175;130;130000;215;215.1.0.0;
1175;130;130100;215;215.1.1.0;
1175;170;170000;215;215.1.10.0;
1175;130;130200;215;215.1.2.0;
1175;130;130000;215;215.1.3.0;
1175;140;140000;215;215.1.4.0;
1175;140;140100;215;215.1.4.1;
1175;140;140200;215;215.1.4.2;
1175;150;150000;215;215.1.5.0;
1175;150;150100;215;215.1.5.1;
1175;130;130000;215;215.11.0.0;
1175;720;720000;215;215.16.0.0;
1175;720;720100;215;215.16.1.0;
1175;720;720200;215;215.16.2.0;
1175;720;720300;215;215.16.3.0;
1175;720;720400;215;215.16.4.0;
1175;510;510000;215;215.3.0.0;
1175;510;510220;215;215.3.1.0;
1175;510;510380;215;215.3.10.0;
1175;510;510390;215;215.3.11.0;
1175;510;510350;215;215.3.12.0;
1175;510;510350;215;215.3.12.1;
1175;510;510350;215;215.3.12.2;
1175;510;510350;215;215.3.12.3;
1175;510;510350;215;215.3.12.4;
1175;510;510350;215;215.3.12.5;
1175;510;510370;215;215.3.2.0;
1175;510;510000;215;215.3.9.0;
1175;520;520000;215;215.4.0.0;
1175;520;520220;215;215.4.1.0;
1175;520;520310;215;215.4.2.0;
1175;520;520320;215;215.4.3.0;
1175;520;520330;215;215.4.4.0;
1175;520;520340;215;215.4.5.0;
1175;520;520000;215;215.4.6.0;
1175;520;520350;215;215.4.7.0;
1175;530;530000;215;215.5.0.0;
1175;530;530220;215;215.5.1.0;
1175;530;530310;215;215.5.2.0;
1175;530;530320;215;215.5.3.0;
1175;530;530340;215;215.5.5.0;
1175;530;530340;215;215.5.5.10;
1175;530;530340;215;215.5.5.6;
1175;530;530340;215;215.5.5.7;
1175;530;530340;215;215.5.5.8;
1175;530;530340;215;215.5.5.9;
1175;530;530350;215;215.5.6.0;
1175;530;530350;215;215.5.6.1;
1175;530;530350;215;215.5.6.2;
1175;530;530350;215;215.5.6.3;
1175;530;530350;215;215.5.6.4;
1175;530;530350;215;215.5.6.5;
1175;530;530000;215;215.5.7.0;
1175;530;530370;215;215.5.9.0;
1175;540;540000;215;215.6.0.0;
1175;540;540220;215;215.6.1.0;
1175;540;540310;215;215.6.2.0;
1175;540;540350;215;215.6.3.0;
1175;540;540330;215;215.6.4.0;
1175;540;540320;215;215.6.5.0;
1175;540;540340;215;215.6.6.0;
1175;540;540000;215;215.6.7.0;
1175;540;540360;215;215.6.8.0;
1175;620;620000;215;215.9.0.0;
1160;;;217;217.0.0.0;top_level
1160;;;217;217.1.0.0;
1160;130;130210;217;217.1.1.0;
1160;120;120000;217;217.10.0.0;
1160;120;120000;217;217.11.0.0;
1160;120;120260;217;217.12.0.0;
1160;250;250000;217;217.13.0.0;
1160;250;250220;217;217.13.1.0;
1160;250;250230;217;217.13.2.0;
1160;250;250240;217;217.13.3.0;
1160;250;250100;217;217.13.9.0;
1160;230;230000;217;217.14.0.0;
1160;230;230220;217;217.14.1.0;
1160;230;230230;217;217.14.2.0;
1160;230;230240;217;217.14.3.0;
1160;250;250100;217;217.14.9.0;
1160;240;240000;217;217.15.0.0;
1160;240;240220;217;217.15.1.0;
1160;240;240230;217;217.15.2.0;
1160;240;240100;217;217.15.9.0;
1160;120;120000;217;217.2.0.0;
1160;120;120270;217;217.2.1.0;
1160;210;210000;217;217.21.0.0;
1160;220;220000;217;217.22.0.0;
1160;220;220100;217;217.22.1.0;
1160;230;230000;217;217.23.0.0;
1160;240;240000;217;217.24.0.0;
1160;250;250000;217;217.25.0.0;
1160;250;250100;217;217.25.1.0;
1160;260;260000;217;217.26.0.0;
1160;260;260100;217;217.26.1.0;
1160;120;120000;217;217.3.0.0;
1160;120;120220;217;217.3.2.0;
1160;120;120230;217;217.3.3.0;
1160;120;120230;217;217.3.3.1;
1160;120;120230;217;217.3.3.2;
1160;120;120230;217;217.3.3.3;
1160;120;120240;217;217.3.4.0;
1160;120;120250;217;217.3.5.0;
1160;120;120250;217;217.3.5.1;
1160;120;120250;217;217.3.5.2;
1160;320;320200;217;217.32.2.0;
1160;320;320300;217;217.32.3.0;
1160;320;320400;217;217.32.4.0;
1160;320;320500;217;217.32.5.0;
1160;130;130000;217;217.4.0.0;
1160;130;130230;217;217.4.3.0;
1160;130;130230;217;217.4.3.1;
1160;130;130230;217;217.4.3.2;
1160;130;130230;217;217.4.3.3;
1160;310;310000;217;217.5.0.0;
1160;310;310000;217;217.5.1.0;
1160;310;310000;217;217.5.10.0;
1160;310;310000;217;217.5.11.0;
1160;310;310000;217;217.5.12.0;
1160;310;310000;217;217.5.2.0;
1160;310;310000;217;217.5.3.0;
1160;310;310000;217;217.5.4.0;
1160;310;310000;217;217.5.5.0;
1160;310;310000;217;217.5.6.0;
1160;310;310000;217;217.5.7.0;
1160;310;310000;217;217.5.8.0;
1160;140;140000;217;217.51.0.0;
1160;140;140210;217;217.51.1.0;
1160;150;150000;217;217.52.0.0;
1160;150;150210;217;217.52.1.0;
1160;150;150210;217;217.52.1.1;
1160;150;150210;217;217.52.1.2;
1160;150;150210;217;217.52.1.3;
1160;150;150210;217;217.52.1.4;
1160;150;150210;217;217.52.1.5;
1160;150;150220;217;217.52.2.0;
1160;150;150230;217;217.52.3.0;
1160;150;150240;217;217.52.4.0;
1160;160;160000;217;217.53.0.0;
1160;160;160210;217;217.53.1.0;
1160;160;160220;217;217.53.2.0;
1160;160;160220;217;217.53.2.1;
1160;160;160220;217;217.53.2.2;
1160;160;160220;217;217.53.2.3;
1160;170;170000;217;217.54.0.0;
1160;170;170210;217;217.54.1.0;
1160;170;170220;217;217.54.2.0;
1160;180;180000;217;217.55.0.0;
1160;180;180210;217;217.55.1.0;
1160;180;180210;217;217.55.1.1;
1160;180;180210;217;217.55.1.2;
1160;180;180210;217;217.55.1.3;
1160;180;180210;217;217.55.1.4;
1160;180;180220;217;217.55.2.0;
1160;180;180230;217;217.55.3.0;
1160;180;180230;217;217.55.3.1;
1160;180;180230;217;217.55.3.2;
1160;180;180230;217;217.55.3.3;
1160;180;180230;217;217.55.3.4;
1160;180;180230;217;217.55.3.5;
1160;180;180230;217;217.55.3.6;
1160;180;180240;217;217.55.4.0;
1160;180;180250;217;217.55.5.0;
1160;180;180250;217;217.55.5.1;
1160;180;180250;217;217.55.5.2;
1160;180;180250;217;217.55.5.3;
1160;180;180250;217;217.55.5.4;
1160;180;180260;217;217.55.6.0;
1160;220;220000;217;217.6.0.0;
1160;220;220220;217;217.6.2.0;
1160;220;220220;217;217.6.2.1;
1160;220;220230;217;217.6.3.0;
1160;220;220230;217;217.6.3.1;
1160;220;220240;217;217.6.4.0;
1160;220;220240;217;217.6.4.1;
1160;220;220250;217;217.6.5.0;
1160;220;220250;217;217.6.5.10;
1160;220;220250;217;217.6.5.11;
1160;220;220250;217;217.6.5.20;
1160;220;220250;217;217.6.5.21;
1160;220;220260;217;217.6.6.0;
1160;220;220260;217;217.6.6.1;
1160;220;220260;217;217.6.6.2;
1160;220;220270;217;217.6.7.0;
1160;220;220100;217;217.6.9.0;
1160;220;220000;217;217.6.9.1;
1160;220;220100;217;217.6.9.3;
1160;220;220100;217;217.6.9.4;
1160;220;220100;217;217.6.9.5;
1160;220;220100;217;217.6.9.6;
1160;220;220100;217;217.6.9.7;
1160;220;220100;217;217.6.9.8;
1160;220;220100;217;217.6.9.9;
1160;210;210000;217;217.7.0.0;
1160;210;210220;217;217.7.3.0;
1160;210;210240;217;217.7.5.0;
1160;210;210245;217;217.7.6.0;
1160;210;210250;217;217.7.7.0;
1160;210;210100;217;217.7.9.0;
1160;210;210000;217;217.7.9.1;
1160;210;210000;217;217.7.9.2;
1160;210;210100;217;217.7.9.3;
1160;210;210100;217;217.7.9.4;
1160;210;210100;217;217.7.9.5;
1160;210;210100;217;217.7.9.7;
1160;260;260000;217;217.8.0.0;
1160;260;260100;217;217.8.1.0;
1160;260;260100;217;217.8.1.1;
1160;260;260100;217;217.8.1.2;
1160;260;260270;217;217.8.10.0;
1160;260;260270;217;217.8.10.1;
1160;260;260280;217;217.8.11.0;
1160;260;260260;217;217.8.2.0;
1160;260;260210;217;217.8.2.1;
1160;260;260220;217;217.8.3.0;
1160;260;260230;217;217.8.4.0;
1160;260;260230;217;217.8.4.1;
1160;260;260240;217;217.8.5.0;
1160;260;260240;217;217.8.5.1;
1160;260;260290;217;217.8.6.0;
1160;260;260290;217;217.8.6.50;
1160;320;320400;217;217.9.0.0;
1160;320;320100;217;217.9.1.0;
1160;230;230000;217;217.9.2.0;
1160;320;320200;217;217.9.3.0;
1160;320;320500;217;217.9.4.0;
1160;320;320300;217;217.9.5.0;
1176;;;222;222.0.0.0;top_level
1176;210;210000;222;222.10.0.0;
1176;220;220000;222;222.20.0.0;
1176;230;230000;222;222.21.0.0;
1176;240;240000;222;222.22.0.0;
1176;240;240000;222;222.22.1.0;
1176;250;250000;222;222.23.0.0;
1176;260;260000;222;222.30.0.0;
1176;260;260000;222;222.30.1.0;
1176;610;610000;222;222.56.0.0;
1176;610;610200;222;222.56.1.0;
1176;610;610300;222;222.56.2.0;
1176;610;610400;222;222.56.3.0;
1176;610;610200;222;222.56.9.0;
1176;620;620000;222;222.57.0.0;
1176;620;620200;222;222.57.1.0;
1176;620;620300;222;222.57.2.0;
1176;620;620400;222;222.57.3.0;
1176;620;620500;222;222.57.4.0;
1176;630;630000;222;222.58.0.0;
1176;630;630200;222;222.58.1.0;
1176;630;630300;222;222.58.2.0;
1176;630;630400;222;222.58.3.0;
1176;630;630500;222;222.58.4.0;
1176;630;630600;222;222.58.5.0;
1176;630;630700;222;222.58.6.0;
1176;640;640000;222;222.59.0.0;
1176;640;640200;222;222.59.1.0;
1176;640;640300;222;222.59.2.0;
1176;640;640400;222;222.59.3.0;
1176;640;640500;222;222.59.4.0;
1176;640;640600;222;222.59.5.0;
1176;640;640700;222;222.59.6.0;
1176;640;640800;222;222.59.7.0;
236;;;223;223.0.0.0;top_level
236;120;120000;223;223.1.0.0;
236;415;415000;223;223.12.0.0;
236;415;415000;223;223.12.20.0;
236;415;415000;223;223.12.30.0;
236;415;415000;223;223.12.40.0;
236;415;415000;223;223.12.50.0;
236;423;423000;223;223.15.0.0;
236;423;423000;223;223.15.10.0;
236;423;423000;223;223.15.30.0;
236;423;423000;223;223.15.40.0;
236;425;425000;223;223.16.0.0;
236;425;425000;223;223.16.2.0;
236;425;425000;223;223.16.3.0;
236;425;425000;223;223.16.4.0;
236;426;426000;223;223.18.0.0;
236;426;426000;223;223.18.10.0;
236;426;426000;223;223.18.20.0;
236;426;426000;223;223.18.30.0;
236;426;426000;223;223.18.40.0;
236;450;450000;223;223.18.50.0;
236;427;427000;223;223.19.0.0;
256;;;224;224.0.0.0;top_level
256;130;130000;224;224.12.0.0;
256;120;120000;224;224.20.0.0;
256;350;350000;224;224.35.0.0;
256;350;350100;224;224.35.10.0;
256;350;350200;224;224.35.20.0;
256;350;350300;224;224.35.30.0;
256;350;350600;224;224.35.60.0;
256;360;360000;224;224.45.0.0;
256;360;360100;224;224.45.10.0;
256;360;360200;224;224.45.20.0;
256;370;370000;224;224.65.0.0;
256;370;370100;224;224.65.10.0;
256;370;370200;224;224.65.20.0;
256;370;370300;224;224.65.30.0;
256;470;470000;224;224.70.0.0;
256;510;510000;224;224.80.0.0;
8202;;;230;230.0.0.0;top_level
217;;;231;231.0.0.0;top_level
1301;;;233;233.0.0.0;top_level
8208;;;251;251.0.0.0;top_level
8208;460;460000;251;251.1.0.0;
8208;140;140200;251;251.1.1.0;
8208;140;140300;251;251.1.2.0;
8208;450;450000;251;251.2.0.0;
8208;440;440000;251;251.3.0.0;
8208;440;440500;251;251.3.1.0;
8208;440;440400;251;251.3.2.0;
8208;440;440600;251;251.3.3.0;
8208;140;140000;251;251.4.0.0;
8208;140;140100;251;251.4.1.0;
8208;150;150000;251;251.5.0.0;
8224;;;253;253.0.0.0;top_level
8223;;;254;254.0.0.0;top_level
8232;;;255;255.0.0.0;top_level
8234;;;258;258.0.0.0;top_level
8234;220;220000;258;258.1.0.0;
8234;210;210000;258;258.2.0.0;
8234;230;230000;258;258.3.0.0;
6220;;;260;260.0.0.0;top_level
6220;440;440000;260;260.1.0.0;
6220;470;470000;260;260.2.0.0;
6220;410;410000;260;260.3.0.0;
6220;460;460000;260;260.4.0.0;
6220;450;450000;260;260.5.0.0;
6220;430;430000;260;260.6.0.0;
6220;120;120000;260;260.7.0.0;
9806;;;6077;6077.0.0.0;top_level
9972;;;7492;7492.0.0.0;top_level
9972;;;7492;7492.1.0.0;
9972;;;7492;7492.1.1.0;
9972;;;7492;7492.1.1.1;
9972;;;7492;7492.1.1.2;
9972;;;7492;7492.1.1.3;
9972;;;7492;7492.1.2.0;
9972;;;7492;7492.1.2.1;
9972;;;7492;7492.1.2.2;
9972;;;7492;7492.1.2.3;
9972;;;7492;7492.1.2.4;
9972;;;7492;7492.1.3.0;
9972;;;7492;7492.1.3.1;
9972;;;7492;7492.1.3.2;
9972;;;7492;7492.1.3.3;
9972;;;7492;7492.1.8.0;
9972;;;7492;7492.1.8.1;
9972;;;7492;7492.1.8.2;
9972;;;7492;7492.1.8.3;
9972;;;7492;7492.12.0.0;
9972;;;7492;7492.12.1.0;
9972;;;7492;7492.12.1.1;
9972;;;7492;7492.12.1.2;
9972;;;7492;7492.12.1.3;
9972;;;7492;7492.12.2.0;
9972;;;7492;7492.12.2.1;
9972;;;7492;7492.12.2.2;
9972;;;7492;7492.12.3.0;
9972;;;7492;7492.12.3.1;
9972;;;7492;7492.12.3.2;
9972;;;7492;7492.13.0.0;
9972;;;7492;7492.13.1.0;
9972;;;7492;7492.13.1.1;
9972;;;7492;7492.13.1.2;
9972;;;7492;7492.13.1.3;
9972;;;7492;7492.13.2.0;
9972;;;7492;7492.13.2.1;
9972;;;7492;7492.13.2.2;
9972;;;7492;7492.14.0.0;
9972;;;7492;7492.14.1.0;
9972;;;7492;7492.14.2.0;
9972;;;7492;7492.14.3.0;
9972;;;7492;7492.14.4.0;
9972;;;7492;7492.8.0.0;
9972;;;7492;7492.9.0.0;
9972;;;7492;7492.9.1.0;
