Institusjonskode;Fakultetskode;Avdelingskode;NVA_INSTITUTION;NVA_ID;Match
1110;120;120330;185;185.33.25.20;
1110;120;120330;185;185.33.25.40;
1110;120;120330;185;185.33.35.0;
1110;120;120330;185;185.33.40.10;
1110;120;120330;185;185.33.40.20;
1110;120;120330;185;185.33.40.30;
1110;120;120330;185;185.33.50.10;
1110;120;120330;185;185.33.50.20;
1110;120;120330;185;185.33.70.0;
1110;120;120330;185;185.33.80.0;
1110;120;120330;185;185.33.80.10;
1110;120;120330;185;185.33.80.20;
1110;310;310000;185;185.34.0.0;
1110;310;310100;185;185.34.1.0;
1110;310;310100;185;185.34.1.10;
1110;310;310100;185;185.34.1.20;
1110;310;310100;185;185.34.1.30;
1110;310;310220;185;185.34.12.0;
1110;310;310220;185;185.34.12.21;
1110;310;310220;185;185.34.12.40;
1110;310;310230;185;185.34.13.0;
1110;310;310250;185;185.34.15.0;
1110;310;310250;185;185.34.15.15;
1110;310;310250;185;185.34.15.30;
1110;310;310250;185;185.34.15.45;
1110;310;310250;185;185.34.15.55;
1110;310;310540;185;185.34.20.0;
1110;125;125120;185;185.35.0.0;
1110;125;125120;185;185.35.23.10;
1110;125;125120;185;185.35.23.20;
1110;125;125120;185;185.35.23.30;
1110;125;125120;185;185.35.24.20;
1110;125;125120;185;185.35.24.30;
1110;125;125120;185;185.35.30.0;
1110;125;125120;185;185.35.30.10;
1110;125;125120;185;185.35.30.20;
1110;125;125120;185;185.35.30.30;
1110;125;125000;185;185.36.0.0;
1110;125;125000;185;185.36.13.0;
1110;125;125000;185;185.36.14.0;
1110;125;125000;185;185.36.40.20;
1110;125;125000;185;185.36.5.0;
1110;125;125000;185;185.36.60.10;
1110;125;125000;185;185.36.70.0;
1110;390;390300;185;185.39.1.0;
1110;110;110380;185;185.39.11.0;
1110;125;125000;185;185.39.58.0;
1110;390;390700;185;185.39.7.0;
1110;250;250000;185;185.50.0.0;
1110;250;250100;185;185.50.1.0;
1110;250;250100;185;185.50.1.10;
1110;250;250100;185;185.50.1.14;
1110;250;250100;185;185.50.9.0;
1110;250;250280;185;185.51.0.0;
1110;250;250280;185;185.51.1.0;
1110;250;250280;185;185.51.1.1;
1110;250;250280;185;185.51.1.2;
1110;250;250280;185;185.51.1.3;
1110;250;250280;185;185.51.1.4;
1110;250;250280;185;185.51.1.5;
1110;250;250280;185;185.51.10.0;
1110;250;250280;185;185.51.10.10;
1110;250;250280;185;185.51.10.11;
1110;250;250280;185;185.51.10.12;
1110;250;250280;185;185.51.10.13;
1110;250;250280;185;185.51.10.14;
1110;250;250280;185;185.51.10.15;
1110;250;250280;185;185.51.10.16;
1110;250;250280;185;185.51.11.0;
1110;250;250280;185;185.51.11.10;
1110;250;250280;185;185.51.11.11;
1110;250;250280;185;185.51.11.12;
1110;250;250280;185;185.51.11.13;
1110;250;250280;185;185.51.11.14;
1110;250;250280;185;185.51.12.0;
1110;250;250280;185;185.51.12.10;
1110;250;250280;185;185.51.12.11;
1110;250;250280;185;185.51.12.12;
1110;250;250280;185;185.51.12.13;
1110;250;250280;185;185.51.12.14;
1110;250;250280;185;185.51.12.15;
1110;250;250280;185;185.51.12.16;
1110;250;250280;185;185.51.12.17;
1110;250;250280;185;185.51.12.18;
1110;250;250280;185;185.51.12.30;
1110;250;250280;185;185.51.12.32;
1110;250;250280;185;185.51.12.33;
1110;250;250280;185;185.51.12.34;
1110;250;250280;185;185.51.12.35;
1110;250;250280;185;185.51.12.36;
1110;250;250280;185;185.51.12.37;
1110;250;250280;185;185.51.12.38;
1110;250;250280;185;185.51.12.39;
1110;250;250280;185;185.51.12.40;
1110;250;250280;185;185.51.12.50;
1110;250;250280;185;185.51.12.51;
1110;250;250280;185;185.51.12.53;
1110;250;250280;185;185.51.12.54;
1110;250;250280;185;185.51.12.55;
1110;250;250280;185;185.51.12.56;
1110;250;250280;185;185.51.12.57;
1110;250;250280;185;185.51.12.58;
1110;250;250280;185;185.51.12.59;
1110;250;250280;185;185.51.12.60;
1110;250;250280;185;185.51.13.0;
1110;250;250280;185;185.51.13.10;
1110;250;250280;185;185.51.13.11;
1110;250;250280;185;185.51.13.12;
1110;250;250280;185;185.51.13.13;
1110;250;250280;185;185.51.13.14;
1110;250;250280;185;185.51.13.15;
1110;250;250280;185;185.51.13.20;
1110;250;250280;185;185.51.13.21;
1110;250;250280;185;185.51.13.22;
1110;250;250280;185;185.51.13.24;
1110;250;250280;185;185.51.13.30;
1110;250;250280;185;185.51.13.31;
1110;250;250280;185;185.51.13.32;
1110;250;250280;185;185.51.13.33;
1110;250;250280;185;185.51.13.40;
1110;250;250280;185;185.51.13.41;
1110;250;250280;185;185.51.13.42;
1110;250;250280;185;185.51.13.43;
1110;250;250280;185;185.51.13.44;
1110;250;250280;185;185.51.13.45;
1110;250;250280;185;185.51.13.46;
1110;250;250280;185;185.51.14.0;
1110;250;250280;185;185.51.14.10;
1110;250;250280;185;185.51.15.0;
1110;250;250280;185;185.51.15.10;
1110;250;250280;185;185.51.16.0;
1110;250;250280;185;185.51.20.10;
1110;250;250280;185;185.51.20.20;
1110;250;250830;185;185.52.0.0;
1110;250;250830;185;185.52.0.10;
1110;250;250830;185;185.52.0.11;
1110;250;250830;185;185.52.1.0;
1110;250;250830;185;185.52.1.1;
1110;250;250830;185;185.52.1.2;
1110;250;250830;185;185.52.1.3;
1110;250;250830;185;185.52.10.0;
1110;250;250830;185;185.52.11.0;
1110;250;250830;185;185.52.12.0;
1110;250;250830;185;185.52.13.0;
1110;250;250830;185;185.52.14.0;
1110;250;250830;185;185.52.15.0;
1110;250;250830;185;185.52.15.10;
1110;250;250830;185;185.52.15.11;
1110;250;250830;185;185.52.15.12;
1110;250;250840;185;185.53.0.0;
1110;250;250840;185;185.53.1.0;
1110;250;250840;185;185.53.1.1;
1110;250;250840;185;185.53.1.10;
1110;250;250840;185;185.53.1.2;
1110;250;250840;185;185.53.1.20;
1110;250;250840;185;185.53.1.3;
1110;250;250840;185;185.53.1.4;
1110;250;250840;185;185.53.10.0;
1110;250;250840;185;185.53.10.10;
1110;250;250840;185;185.53.10.11;
1110;250;250840;185;185.53.10.12;
1110;250;250840;185;185.53.10.13;
1110;250;250840;185;185.53.10.14;
1110;250;250840;185;185.53.10.70;
1110;250;250840;185;185.53.10.71;
1110;250;250840;185;185.53.11.0;
1110;250;250840;185;185.53.11.10;
1110;250;250840;185;185.53.11.11;
1110;250;250840;185;185.53.11.12;
1110;250;250840;185;185.53.11.13;
1110;250;250840;185;185.53.11.14;
1110;250;250840;185;185.53.11.15;
1110;250;250840;185;185.53.11.16;
1110;250;250840;185;185.53.11.17;
1110;250;250840;185;185.53.11.18;
1110;250;250840;185;185.53.11.19;
1110;250;250840;185;185.53.11.20;
1110;250;250840;185;185.53.11.21;
1110;250;250840;185;185.53.12.0;
1110;250;250840;185;185.53.12.10;
1110;250;250840;185;185.53.12.11;
1110;250;250840;185;185.53.12.12;
1110;250;250840;185;185.53.12.13;
1110;250;250840;185;185.53.12.14;
1110;250;250840;185;185.53.12.15;
1110;250;250840;185;185.53.12.16;
1110;250;250840;185;185.53.12.17;
1110;250;250840;185;185.53.13.0;
1110;250;250840;185;185.53.13.10;
1110;250;250840;185;185.53.13.11;
1110;250;250840;185;185.53.13.12;
1110;250;250840;185;185.53.14.0;
1110;250;250840;185;185.53.14.10;
1110;250;250840;185;185.53.14.11;
1110;250;250840;185;185.53.14.12;
1110;250;250840;185;185.53.14.13;
1110;250;250840;185;185.53.14.14;
1110;250;250840;185;185.53.14.15;
1110;250;250840;185;185.53.15.0;
1110;250;250840;185;185.53.15.10;
1110;250;250840;185;185.53.15.11;
1110;250;250840;185;185.53.15.12;
1110;250;250840;185;185.53.15.13;
1110;250;250840;185;185.53.15.14;
1110;250;250840;185;185.53.15.15;
1110;250;250840;185;185.53.15.70;
1110;250;250840;185;185.53.16.0;
1110;250;250840;185;185.53.16.10;
1110;250;250840;185;185.53.16.11;
1110;250;250840;185;185.53.16.12;
1110;250;250840;185;185.53.16.13;
1110;250;250840;185;185.53.16.14;
1110;250;250840;185;185.53.17.0;
1110;250;250840;185;185.53.17.10;
1110;250;250840;185;185.53.18.0;
1110;250;250840;185;185.53.18.10;
1110;250;250840;185;185.53.18.11;
1110;250;250840;185;185.53.18.12;
1110;250;250840;185;185.53.18.13;
1110;250;250840;185;185.53.18.14;
1110;250;250840;185;185.53.18.15;
1110;250;250840;185;185.53.18.16;
1110;250;250840;185;185.53.18.17;
1110;250;250840;185;185.53.18.18;
1110;250;250840;185;185.53.18.70;
1110;250;250840;185;185.53.18.71;
1110;250;250840;185;185.53.18.72;
1110;250;250840;185;185.53.18.73;
1110;250;250840;185;185.53.18.75;
1110;250;250840;185;185.53.19.0;
1110;250;250840;185;185.53.19.10;
1110;250;250840;185;185.53.19.11;
1110;250;250840;185;185.53.19.12;
1110;250;250840;185;185.53.19.13;
1110;250;250840;185;185.53.19.14;
1110;250;250840;185;185.53.19.15;
1110;250;250840;185;185.53.19.16;
1110;250;250840;185;185.53.19.17;
1110;250;250840;185;185.53.19.18;
1110;250;250840;185;185.53.2.10;
1110;250;250840;185;185.53.2.11;
1110;250;250840;185;185.53.2.12;
1110;250;250840;185;185.53.2.15;
1110;250;250840;185;185.53.2.20;
1110;250;250840;185;185.53.2.21;
1110;250;250840;185;185.53.2.22;
1110;250;250840;185;185.53.2.23;
1110;250;250840;185;185.53.2.24;
1110;250;250840;185;185.53.2.25;
1110;250;250840;185;185.53.2.26;
1110;250;250840;185;185.53.20.0;
1110;250;250840;185;185.53.3.0;
1110;250;250840;185;185.53.30.0;
1110;250;250840;185;185.53.30.10;
1110;250;250840;185;185.53.31.0;
1110;250;250840;185;185.53.32.0;
1110;250;250840;185;185.53.4.10;
1110;250;250840;185;185.53.42.0;
1110;250;250840;185;185.53.42.10;
1110;250;250840;185;185.53.42.11;
1110;250;250840;185;185.53.42.12;
1110;250;250840;185;185.53.42.13;
1110;250;250840;185;185.53.42.14;
1110;250;250840;185;185.53.42.15;
1110;250;250840;185;185.53.43.0;
1110;250;250840;185;185.53.43.10;
1110;250;250840;185;185.53.43.11;
1110;250;250840;185;185.53.43.12;
1110;250;250840;185;185.53.44.0;
1110;250;250840;185;185.53.44.10;
1110;250;250840;185;185.53.44.11;
1110;250;250840;185;185.53.45.0;
1110;250;250840;185;185.53.45.10;
1110;250;250840;185;185.53.45.11;
1110;250;250840;185;185.53.46.0;
1110;250;250840;185;185.53.46.10;
1110;250;250840;185;185.53.46.11;
1110;250;250840;185;185.53.48.0;
1110;250;250840;185;185.53.48.10;
1110;250;250840;185;185.53.48.11;
1110;250;250840;185;185.53.48.12;
1110;250;250840;185;185.53.48.13;
1110;250;250840;185;185.53.48.14;
1110;250;250840;185;185.53.48.15;
1110;250;250840;185;185.53.49.0;
1110;250;250840;185;185.53.49.10;
1110;250;250840;185;185.53.49.11;
1110;250;250840;185;185.53.49.12;
1110;250;250840;185;185.53.49.13;
1110;250;250840;185;185.53.49.14;
1110;250;250840;185;185.53.49.70;
1110;250;250840;185;185.53.60.0;
1110;250;250840;185;185.53.60.10;
1110;250;250840;185;185.53.60.11;
1110;250;250840;185;185.53.60.12;
1110;250;250840;185;185.53.60.13;
1110;250;250840;185;185.53.61.0;
1110;250;250840;185;185.53.61.10;
1110;250;250840;185;185.53.61.11;
1110;250;250840;185;185.53.63.0;
1110;250;250840;185;185.53.63.10;
1110;250;250840;185;185.53.80.0;
1110;250;250840;185;185.53.82.0;
1110;250;250840;185;185.53.82.10;
1110;250;250840;185;185.53.83.0;
1110;250;250840;185;185.53.84.0;
1110;250;250850;185;185.56.0.0;
1110;250;250850;185;185.56.10.0;
1110;250;250850;185;185.56.12.0;
1110;250;250850;185;185.56.13.0;
1110;250;250850;185;185.56.16.0;
1110;250;250860;185;185.57.0.0;
1110;250;250860;185;185.57.10.0;
1110;250;250860;185;185.57.11.0;
1110;250;250860;185;185.57.12.0;
1110;250;250860;185;185.57.13.0;
1110;250;250860;185;185.57.14.0;
1110;250;250860;185;185.57.15.0;
1110;250;250860;185;185.57.16.0;
1110;250;250860;185;185.57.20.0;
1110;250;250860;185;185.57.51.0;
1110;250;250860;185;185.57.52.0;
1110;250;250860;185;185.57.53.0;
1110;250;250860;185;185.57.54.0;
1110;250;250860;185;185.57.55.0;
1110;;;185;185.90.0.0;top_level
1130;;;186;186.0.0.0;top_level
1130;;;186;186.0.0.1;
1130;124;124000;186;186.10.0.0;
1130;124;124000;186;186.10.10.0;
1130;126;126000;186;186.26.0.0;
1130;126;126000;186;186.26.0.5;
1130;126;126110;186;186.26.1.0;
1130;126;126120;186;186.26.11.0;
1130;126;126220;186;186.26.21.0;
1130;126;126220;186;186.26.22.0;
1130;126;126220;186;186.26.22.11;
1130;126;126220;186;186.26.22.21;
1130;126;126220;186;186.26.22.22;
1130;126;126220;186;186.26.22.23;
1130;126;126220;186;186.26.22.24;
1130;126;126220;186;186.26.22.25;
1130;126;126220;186;186.26.22.26;
1130;126;126220;186;186.26.22.27;
1130;126;126220;186;186.26.22.28;
1130;126;126230;186;186.26.23.0;
1130;126;126230;186;186.26.23.11;
1130;126;126230;186;186.26.23.21;
1130;126;126230;186;186.26.23.22;
1130;126;126230;186;186.26.23.24;
1130;126;126230;186;186.26.23.25;
1130;126;126240;186;186.26.24.0;
1130;126;126240;186;186.26.24.11;
1130;126;126240;186;186.26.24.21;
1130;126;126240;186;186.26.24.22;
1130;126;126250;186;186.26.25.0;
1130;126;126250;186;186.26.25.11;
1130;126;126250;186;186.26.25.21;
1130;126;126250;186;186.26.25.22;
1130;126;126250;186;186.26.25.23;
1130;126;126250;186;186.26.25.24;
1130;126;126250;186;186.26.25.25;
1130;126;126250;186;186.26.25.26;
1130;126;126250;186;186.26.25.27;
1130;126;126260;186;186.26.26.0;
1130;126;126260;186;186.26.26.11;
1130;126;126260;186;186.26.26.21;
1130;126;126260;186;186.26.26.22;
1130;126;126260;186;186.26.26.23;
1130;126;126260;186;186.26.26.24;
1130;126;126260;186;186.26.26.25;
1130;126;126260;186;186.26.26.26;
1130;126;126260;186;186.26.26.27;
1130;126;126260;186;186.26.26.28;
1130;126;126260;186;186.26.26.29;
1130;126;126260;186;186.26.26.30;
1130;126;126270;186;186.26.27.0;
1130;126;126270;186;186.26.27.11;
1130;126;126270;186;186.26.27.21;
1130;126;126270;186;186.26.27.22;
1130;126;126270;186;186.26.27.23;
1130;126;126270;186;186.26.27.24;
1130;126;126270;186;186.26.27.25;
1130;126;126270;186;186.26.27.26;
1130;126;126280;186;186.26.28.0;
1130;126;126280;186;186.26.28.11;
1130;126;126280;186;186.26.28.21;
1130;126;126280;186;186.26.28.22;
1130;126;126285;186;186.26.29.0;
1130;126;126285;186;186.26.29.11;
1130;126;126105;186;186.26.5.0;
1130;126;126000;186;186.26.5.5;
1130;510;510000;186;186.31.0.0;
1130;510;510110;186;186.31.1.0;
1130;510;510210;186;186.31.11.0;
1130;510;510210;186;186.31.11.1;
1130;510;510210;186;186.31.11.10;
1130;510;510210;186;186.31.11.11;
1130;510;510210;186;186.31.11.12;
1130;510;510210;186;186.31.11.13;
1130;510;510210;186;186.31.11.2;
1130;510;510210;186;186.31.11.20;
1130;510;510210;186;186.31.11.21;
1130;510;510210;186;186.31.11.23;
1130;510;510210;186;186.31.11.3;
1130;510;510210;186;186.31.11.31;
1130;510;510210;186;186.31.11.32;
1130;510;510210;186;186.31.11.33;
1130;510;510210;186;186.31.11.34;
1130;510;510210;186;186.31.11.35;
1130;510;510210;186;186.31.11.36;
1130;510;510210;186;186.31.11.37;
1130;510;510210;186;186.31.11.38;
1130;510;510210;186;186.31.11.39;
1130;510;510210;186;186.31.11.40;
1130;510;510210;186;186.31.11.41;
1130;510;510210;186;186.31.11.42;
1130;510;510210;186;186.31.11.43;
1130;510;510210;186;186.31.11.44;
1130;510;510210;186;186.31.11.45;
1130;510;510210;186;186.31.11.91;
1130;510;510210;186;186.31.11.92;
1130;510;510220;186;186.31.12.0;
1130;510;510220;186;186.31.12.1;
1130;510;510220;186;186.31.12.2;
1130;510;510220;186;186.31.12.21;
1130;510;510220;186;186.31.12.22;
1130;510;510220;186;186.31.12.23;
1130;510;510220;186;186.31.12.24;
1130;510;510220;186;186.31.12.25;
1130;510;510220;186;186.31.12.26;
1130;510;510220;186;186.31.12.27;
1130;510;510220;186;186.31.12.28;
1130;510;510220;186;186.31.12.29;
1130;510;510220;186;186.31.12.91;
1130;510;510220;186;186.31.12.92;
1130;510;510220;186;186.31.12.93;
1130;510;510220;186;186.31.12.94;
1130;510;510220;186;186.31.12.95;
1130;510;510230;186;186.31.13.0;
1130;510;510230;186;186.31.13.1;
1130;510;510230;186;186.31.13.10;
1130;510;510230;186;186.31.13.2;
1130;510;510230;186;186.31.13.21;
1130;510;510230;186;186.31.13.22;
1130;510;510230;186;186.31.13.23;
1130;510;510230;186;186.31.13.24;
1130;510;510230;186;186.31.13.25;
1130;510;510230;186;186.31.13.26;
1130;510;510230;186;186.31.13.27;
1130;510;510230;186;186.31.13.28;
1130;510;510230;186;186.31.13.29;
1130;510;510230;186;186.31.13.3;
1130;510;510230;186;186.31.13.30;
1130;510;510230;186;186.31.13.31;
1130;510;510230;186;186.31.13.32;
1130;510;510230;186;186.31.13.33;
1130;510;510230;186;186.31.13.34;
1130;510;510230;186;186.31.13.35;
1130;510;510230;186;186.31.13.36;
1130;510;510230;186;186.31.13.37;
1130;510;510230;186;186.31.13.38;
1130;510;510230;186;186.31.13.39;
1130;510;510230;186;186.31.13.40;
1130;510;510230;186;186.31.13.41;
1130;510;510230;186;186.31.13.42;
1130;510;510230;186;186.31.13.43;
1130;510;510230;186;186.31.13.51;
1130;510;510240;186;186.31.14.0;
1130;510;510240;186;186.31.14.1;
1130;510;510240;186;186.31.14.2;
1130;510;510240;186;186.31.14.21;
1130;510;510240;186;186.31.14.22;
1130;510;510240;186;186.31.14.23;
1130;510;510240;186;186.31.14.24;
1130;510;510240;186;186.31.14.25;
1130;510;510240;186;186.31.14.26;
1130;510;510240;186;186.31.14.27;
1130;510;510240;186;186.31.14.28;
1130;510;510250;186;186.31.15.0;
1130;510;510250;186;186.31.15.1;
1130;510;510250;186;186.31.15.10;
1130;510;510250;186;186.31.15.2;
1130;510;510250;186;186.31.15.20;
1130;510;510250;186;186.31.15.21;
1130;510;510250;186;186.31.15.22;
1130;510;510250;186;186.31.15.23;
1130;510;510250;186;186.31.15.24;
1130;510;510250;186;186.31.15.25;
1130;510;510250;186;186.31.15.3;
1130;510;510260;186;186.31.16.0;
1130;510;510260;186;186.31.16.1;
1130;510;510260;186;186.31.16.2;
1130;510;510260;186;186.31.16.22;
1130;510;510260;186;186.31.16.23;
1130;510;510260;186;186.31.16.24;
1130;510;510260;186;186.31.16.25;
1130;510;510260;186;186.31.16.26;
1130;510;510260;186;186.31.16.27;
1130;510;510260;186;186.31.16.28;
1130;510;510260;186;186.31.16.29;
1130;510;510260;186;186.31.16.30;
1130;510;510260;186;186.31.16.31;
1130;510;510260;186;186.31.16.32;
1130;510;510270;186;186.31.17.0;
1130;510;510270;186;186.31.17.1;
1130;510;510270;186;186.31.17.2;
1130;510;510270;186;186.31.17.21;
1130;510;510270;186;186.31.17.22;
1130;510;510270;186;186.31.17.23;
1130;510;510270;186;186.31.17.24;
1130;510;510270;186;186.31.17.25;
1130;510;510270;186;186.31.17.26;
1130;510;510270;186;186.31.17.27;
1130;510;510270;186;186.31.17.28;
1130;510;510270;186;186.31.17.29;
1130;510;510270;186;186.31.17.3;
1130;510;510270;186;186.31.17.30;
1130;510;510270;186;186.31.17.31;
1130;510;510270;186;186.31.17.32;
1130;510;510270;186;186.31.17.33;
1130;510;510270;186;186.31.17.34;
1130;510;510270;186;186.31.17.35;
1130;510;510270;186;186.31.17.36;
1130;510;510270;186;186.31.17.37;
1130;510;510270;186;186.31.17.40;
1130;510;510270;186;186.31.17.41;
1130;510;510270;186;186.31.17.42;
1130;510;510270;186;186.31.17.43;
1130;510;510270;186;186.31.17.44;
1130;510;510270;186;186.31.17.45;
1130;510;510270;186;186.31.17.46;
1130;510;510270;186;186.31.17.47;
1130;510;510270;186;186.31.17.48;
1130;510;510270;186;186.31.17.91;
1130;510;510280;186;186.31.18.0;
1130;510;510290;186;186.31.19.0;
1130;510;510120;186;186.31.2.0;
1130;510;510120;186;186.31.2.11;
1130;510;510120;186;186.31.2.12;
1130;510;510120;186;186.31.2.13;
1130;510;510120;186;186.31.2.14;
1130;510;510120;186;186.31.2.15;
1130;510;510120;186;186.31.2.16;
1130;510;510120;186;186.31.2.17;
1130;510;510120;186;186.31.2.81;
1130;510;510910;186;186.31.91.0;
1130;510;510910;186;186.31.91.1;
1130;510;510910;186;186.31.91.21;
1130;510;510910;186;186.31.91.22;
1130;510;510910;186;186.31.91.31;
1130;510;510910;186;186.31.91.32;
1130;520;520000;186;186.32.0.0;
1130;520;520110;186;186.32.1.0;
1130;520;520110;186;186.32.1.30;
1130;520;520110;186;186.32.1.40;
1130;520;520110;186;186.32.1.90;
1130;520;520210;186;186.32.12.0;
1130;520;520220;186;186.32.13.0;
1130;520;520220;186;186.32.13.90;
1130;520;520230;186;186.32.14.0;
1130;520;520240;186;186.32.15.0;
1130;520;520250;186;186.32.16.0;
1130;520;520260;186;186.32.17.0;
1130;520;520260;186;186.32.17.20;
1130;520;520120;186;186.32.2.0;
1130;520;520120;186;186.32.2.11;
1130;520;520120;186;186.32.2.12;
1130;520;520120;186;186.32.2.13;
1130;520;520120;186;186.32.2.14;
1130;530;530000;186;186.33.0.0;
1130;530;530110;186;186.33.1.0;
1130;530;530210;186;186.33.11.0;
1130;530;530220;186;186.33.12.0;
1130;530;530230;186;186.33.13.0;
1130;530;530240;186;186.33.14.0;
1130;530;530240;186;186.33.14.11;
1130;530;530250;186;186.33.15.0;
1130;530;530260;186;186.33.16.0;
1130;530;530270;186;186.33.17.0;
1130;530;530270;186;186.33.17.10;
1130;530;530280;186;186.33.18.0;
1130;530;530290;186;186.33.19.0;
1130;530;530290;186;186.33.19.21;
1130;530;530120;186;186.33.2.0;
1130;530;530120;186;186.33.2.1;
1130;530;530120;186;186.33.2.11;
1130;530;530120;186;186.33.2.12;
1130;530;530120;186;186.33.2.13;
1130;530;530120;186;186.33.2.14;
1130;530;530120;186;186.33.2.15;
1130;530;530291;186;186.33.20.0;
1130;530;530320;186;186.33.82.0;
1130;530;530330;186;186.33.85.0;
1130;530;530340;186;186.33.86.0;
1130;530;530350;186;186.33.87.0;
1130;540;540000;186;186.34.0.0;
1130;540;540110;186;186.34.1.0;
1130;540;540210;186;186.34.11.0;
1130;540;540220;186;186.34.12.0;
1130;540;540230;186;186.34.13.0;
1130;540;540230;186;186.34.13.20;
1130;540;540230;186;186.34.13.21;
1130;540;540230;186;186.34.13.22;
1130;540;540230;186;186.34.13.23;
1130;540;540230;186;186.34.13.24;
1130;540;540230;186;186.34.13.91;
1130;540;540120;186;186.34.2.0;
1130;540;540120;186;186.34.2.12;
1130;540;540120;186;186.34.2.13;
1130;540;540120;186;186.34.2.14;
1130;540;540120;186;186.34.2.15;
1130;540;540120;186;186.34.2.16;
1130;540;540120;186;186.34.2.17;
1130;540;540120;186;186.34.2.18;
1130;540;540120;186;186.34.3.0;
1130;540;540120;186;186.34.3.20;
1130;550;550000;186;186.35.0.0;
1130;550;550110;186;186.35.1.0;
1130;550;550210;186;186.35.11.0;
1130;550;550220;186;186.35.12.0;
1130;560;560000;186;186.36.0.0;
1130;560;560000;186;186.36.1.0;
1130;560;560000;186;186.36.10.0;
1130;560;560000;186;186.36.11.0;
1130;560;560000;186;186.36.2.0;
1130;560;560000;186;186.36.2.1;
1130;560;560000;186;186.36.2.2;
1130;560;560000;186;186.36.3.0;
1130;560;560000;186;186.36.3.90;
1130;560;560000;186;186.36.3.91;
1130;570;570000;186;186.37.0.0;
1130;570;570110;186;186.37.1.0;
1130;570;570210;186;186.37.11.0;
1130;570;570210;186;186.37.11.21;
1130;570;570220;186;186.37.12.0;
1130;570;570230;186;186.37.13.0;
1130;570;570120;186;186.37.2.0;
1130;570;570120;186;186.37.2.11;
1130;570;570120;186;186.37.2.12;
1130;570;570120;186;186.37.2.13;
1130;570;570120;186;186.37.2.14;
1130;580;580000;186;186.38.0.0;
1130;580;580110;186;186.38.1.0;
1130;580;580210;186;186.38.11.0;
1130;580;580220;186;186.38.12.0;
1130;580;580230;186;186.38.13.0;
1130;580;580240;186;186.38.14.0;
1130;580;580250;186;186.38.15.0;
1130;580;580120;186;186.38.2.0;
1130;580;580120;186;186.38.2.1;
1130;580;580120;186;186.38.2.11;
1130;580;580120;186;186.38.2.12;
1130;580;580120;186;186.38.2.13;
1130;610;610000;186;186.41.0.0;
1130;610;610110;186;186.41.1.0;
1130;610;610210;186;186.41.11.0;
1130;610;610210;186;186.41.11.1;
1130;610;610210;186;186.41.11.2;
1130;610;610220;186;186.41.12.0;
1130;610;610220;186;186.41.12.2;
1130;610;610230;186;186.41.13.0;
1130;610;610240;186;186.41.14.0;
1130;610;610250;186;186.41.15.0;
1130;610;610250;186;186.41.15.5;
1130;610;610250;186;186.41.15.6;
1130;610;610120;186;186.41.2.0;
1130;610;610120;186;186.41.2.11;
1130;640;640000;186;186.44.0.0;
1130;650;650000;186;186.45.0.0;
1130;650;650110;186;186.45.1.0;
1130;650;650230;186;186.45.11.0;
1130;650;650220;186;186.45.12.0;
1130;650;650220;186;186.45.12.24;
1130;650;650260;186;186.45.14.0;
1130;650;650260;186;186.45.14.11;
1130;650;650260;186;186.45.14.21;
1130;650;650260;186;186.45.14.22;
1130;650;650260;186;186.45.14.23;
1130;650;650260;186;186.45.14.24;
1130;650;650260;186;186.45.14.25;
1130;650;650260;186;186.45.14.26;
1130;650;650260;186;186.45.14.27;
1130;650;650260;186;186.45.14.28;
1130;650;650260;186;186.45.14.29;
1130;650;650260;186;186.45.14.30;
1130;650;650260;186;186.45.14.31;
1130;650;650270;186;186.45.15.0;
1130;650;650210;186;186.45.5.0;
1130;650;650250;186;186.45.6.0;
1130;590;590000;186;186.86.0.0;
1130;590;590210;186;186.86.10.0;
1130;420;420000;186;186.92.0.0;
1130;420;420100;186;186.92.10.0;
1130;;;186;186.99.0.0;
1130;;;186;186.99.90.0;
1130;;;186;186.99.90.1;
1130;;;186;186.99.91.0;
1130;;;186;186.99.91.1;
1130;;;186;186.99.91.10;
1130;;;186;186.99.91.20;
1130;;;186;186.99.92.0;
1130;;;186;186.99.92.1;
1130;;;186;186.99.92.10;
1130;;;186;186.99.93.0;
1130;;;186;186.99.93.1;
1130;;;186;186.99.93.10;
1130;;;186;186.99.93.20;
1130;;;186;186.99.93.30;
1130;;;186;186.99.93.40;
1130;;;186;186.99.94.0;
1130;;;186;186.99.94.1;
1130;;;186;186.99.94.10;
1130;;;186;186.99.95.0;
1130;;;186;186.99.95.1;
1130;;;186;186.99.96.0;
1130;;;186;186.99.96.1;
1130;;;186;186.99.96.10;
1130;;;186;186.99.96.20;
1130;;;186;186.99.97.0;
1130;;;186;186.99.97.10;
1130;;;186;186.99.97.20;
1130;;;186;186.99.97.30;
1130;;;186;186.99.97.40;
1130;;;186;186.99.97.50;
1130;;;186;186.99.99.0;
1130;;;186;186.99.99.97;
1130;;;186;186.99.99.98;
1220;;;189;189.0.0.0;top_level
1220;180;180000;189;189.1.0.0;
1220;120;120000;189;189.10.0.0;
1220;150;150000;189;189.2.0.0;
1220;160;160000;189;189.3.0.0;
8221;;;190;190.0.0.0;top_level
8221;;;190;190.1.0.0;
8221;;;190;190.2.0.0;
1240;;;191;191.0.0.0;top_level
1240;160;160000;191;191.10.0.0;
1240;145;145000;191;191.15.0.0;
1240;180;180000;191;191.20.0.0;
